date,mainCategoryName,subcategoryName,timeSpent,currentLoggedInUser
8/23/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/23/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/23/2022,Education,Lec/Exams/Assign,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/23/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/23/2022,Entertainment,SM/Anime/MM,474.3166667,hhANBj74wiclvfuDLGfuDlFZgJ62
8/23/2022,Sleep,Sleep,398.2833333,hhANBj74wiclvfuDLGfuDlFZgJ62
8/23/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/24/2022,Skills,English Comms,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/24/2022,Self Development,Exercise,37.21666667,hhANBj74wiclvfuDLGfuDlFZgJ62
8/24/2022,Skills,Google DA Certificate,132.5,hhANBj74wiclvfuDLGfuDlFZgJ62
8/24/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/24/2022,Education,Lec/Exams/Assign,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/24/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/24/2022,Entertainment,SM/Anime/MM,22,hhANBj74wiclvfuDLGfuDlFZgJ62
8/24/2022,Sleep,Sleep,361.0666667,hhANBj74wiclvfuDLGfuDlFZgJ62
8/24/2022,Education,Studied/Revised,124.3333333,hhANBj74wiclvfuDLGfuDlFZgJ62
8/25/2022,Skills,English Comms,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/25/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/25/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/25/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/25/2022,Education,Lec/Exams/Assign,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/25/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/25/2022,Entertainment,SM/Anime/MM,167.2333333,hhANBj74wiclvfuDLGfuDlFZgJ62
8/25/2022,Sleep,Sleep,302.7666667,hhANBj74wiclvfuDLGfuDlFZgJ62
8/25/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/26/2022,Skills,English Comms,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/26/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/26/2022,Skills,Google DA Certificate,183.9,hhANBj74wiclvfuDLGfuDlFZgJ62
8/26/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/26/2022,Education,Lec/Exams/Assign,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/26/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/26/2022,Entertainment,SM/Anime/MM,177.9166667,hhANBj74wiclvfuDLGfuDlFZgJ62
8/26/2022,Sleep,Sleep,641.2166667,hhANBj74wiclvfuDLGfuDlFZgJ62
8/26/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/27/2022,Skills,English Comms,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/27/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/27/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/27/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/27/2022,Education,Lec/Exams/Assign,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/27/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/27/2022,Entertainment,SM/Anime/MM,420.3166667,hhANBj74wiclvfuDLGfuDlFZgJ62
8/27/2022,Sleep,Sleep,330.25,hhANBj74wiclvfuDLGfuDlFZgJ62
8/27/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/28/2022,Skills,English Comms,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/28/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/28/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/28/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/28/2022,Education,Lec/Exams/Assign,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/28/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/28/2022,Entertainment,SM/Anime/MM,291.5666667,hhANBj74wiclvfuDLGfuDlFZgJ62
8/28/2022,Sleep,Sleep,296.45,hhANBj74wiclvfuDLGfuDlFZgJ62
8/28/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/29/2022,Skills,English Comms,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/29/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/29/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/29/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/29/2022,Education,Lec/Exams/Assign,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/29/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/29/2022,Entertainment,SM/Anime/MM,461.5,hhANBj74wiclvfuDLGfuDlFZgJ62
8/29/2022,Sleep,Sleep,473.65,hhANBj74wiclvfuDLGfuDlFZgJ62
8/29/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/30/2022,Skills,English Comms,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/30/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/30/2022,Skills,Google DA Certificate,66.21666667,hhANBj74wiclvfuDLGfuDlFZgJ62
8/30/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/30/2022,Education,Lec/Exams/Assign,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/30/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/30/2022,Entertainment,SM/Anime/MM,252.3333333,hhANBj74wiclvfuDLGfuDlFZgJ62
8/30/2022,Sleep,Sleep,477.0333333,hhANBj74wiclvfuDLGfuDlFZgJ62
8/30/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/31/2022,Skills,English Comms,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/31/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/31/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/31/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/31/2022,Education,Lec/Exams/Assign,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/31/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
8/31/2022,Entertainment,SM/Anime/MM,185.95,hhANBj74wiclvfuDLGfuDlFZgJ62
8/31/2022,Sleep,Sleep,461,hhANBj74wiclvfuDLGfuDlFZgJ62
8/31/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/1/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/1/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/1/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/1/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/1/2022,Entertainment,SM/Anime/MM,449.15,hhANBj74wiclvfuDLGfuDlFZgJ62
9/1/2022,Sleep,Sleep,447.4166667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/1/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/1/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/2/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/2/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/2/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/2/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/2/2022,Entertainment,SM/Anime/MM,252.2666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/2/2022,Sleep,Sleep,491.95,hhANBj74wiclvfuDLGfuDlFZgJ62
9/2/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/2/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/3/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/3/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/3/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/3/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/3/2022,Entertainment,SM/Anime/MM,537.8166667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/3/2022,Sleep,Sleep,589.8166667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/3/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/3/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/4/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/4/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/4/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/4/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/4/2022,Entertainment,SM/Anime/MM,251.6333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/4/2022,Sleep,Sleep,460.5166667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/4/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/4/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/5/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/5/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/5/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/5/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/5/2022,Entertainment,SM/Anime/MM,259.4166667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/5/2022,Sleep,Sleep,506.45,hhANBj74wiclvfuDLGfuDlFZgJ62
9/5/2022,Education,Studied/Revised,90.16666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/5/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/6/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/6/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/6/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/6/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/6/2022,Entertainment,SM/Anime/MM,251.3333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/6/2022,Sleep,Sleep,412.4333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/6/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/6/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/7/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/7/2022,Skills,Google DA Certificate,99.71666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/7/2022,Self Development,Journaling,26.53333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/7/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/7/2022,Entertainment,SM/Anime/MM,144.2,hhANBj74wiclvfuDLGfuDlFZgJ62
9/7/2022,Sleep,Sleep,519.25,hhANBj74wiclvfuDLGfuDlFZgJ62
9/7/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/7/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/8/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/8/2022,Skills,Google DA Certificate,221.45,hhANBj74wiclvfuDLGfuDlFZgJ62
9/8/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/8/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/8/2022,Entertainment,SM/Anime/MM,235.5333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/8/2022,Sleep,Sleep,395.5833333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/8/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/8/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/9/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/9/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/9/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/9/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/9/2022,Entertainment,SM/Anime/MM,335.5833333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/9/2022,Sleep,Sleep,431.6,hhANBj74wiclvfuDLGfuDlFZgJ62
9/9/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/9/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/10/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/10/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/10/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/10/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/10/2022,Entertainment,SM/Anime/MM,373,hhANBj74wiclvfuDLGfuDlFZgJ62
9/10/2022,Sleep,Sleep,471,hhANBj74wiclvfuDLGfuDlFZgJ62
9/10/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/10/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/11/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/11/2022,Skills,Google DA Certificate,180.15,hhANBj74wiclvfuDLGfuDlFZgJ62
9/11/2022,Self Development,Journaling,19.21666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/11/2022,Self Development,Reading,72.18333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/11/2022,Entertainment,SM/Anime/MM,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/11/2022,Sleep,Sleep,512.6166667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/11/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/11/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/12/2022,Self Development,Exercise,31.28333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/12/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/12/2022,Self Development,Journaling,20.61666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/12/2022,Self Development,Reading,20.01666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/12/2022,Entertainment,SM/Anime/MM,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/12/2022,Sleep,Sleep,534.5666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/12/2022,Education,Studied/Revised,130.2333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/12/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/13/2022,Self Development,Exercise,22.36666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/13/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/13/2022,Self Development,Journaling,28.41666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/13/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/13/2022,Entertainment,SM/Anime/MM,64,hhANBj74wiclvfuDLGfuDlFZgJ62
9/13/2022,Sleep,Sleep,451.45,hhANBj74wiclvfuDLGfuDlFZgJ62
9/13/2022,Education,Studied/Revised,123.3333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/13/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/14/2022,Self Development,Exercise,39.91666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/14/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/14/2022,Self Development,Journaling,9.883333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/14/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/14/2022,Entertainment,SM/Anime/MM,329.9833333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/14/2022,Sleep,Sleep,473.95,hhANBj74wiclvfuDLGfuDlFZgJ62
9/14/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/14/2022,Entertainment,Video Games,150,hhANBj74wiclvfuDLGfuDlFZgJ62
9/15/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/15/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/15/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/15/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/15/2022,Entertainment,SM/Anime/MM,123.25,hhANBj74wiclvfuDLGfuDlFZgJ62
9/15/2022,Sleep,Sleep,480.766092,hhANBj74wiclvfuDLGfuDlFZgJ62
9/15/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/15/2022,Entertainment,Video Games,337,hhANBj74wiclvfuDLGfuDlFZgJ62
9/16/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/16/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/16/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/16/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/16/2022,Entertainment,SM/Anime/MM,346,hhANBj74wiclvfuDLGfuDlFZgJ62
9/16/2022,Sleep,Sleep,469.4166667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/16/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/16/2022,Entertainment,Video Games,108,hhANBj74wiclvfuDLGfuDlFZgJ62
9/17/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/17/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/17/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/17/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/17/2022,Entertainment,SM/Anime/MM,455.4166667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/17/2022,Sleep,Sleep,436.5833333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/17/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/17/2022,Entertainment,Video Games,15,hhANBj74wiclvfuDLGfuDlFZgJ62
9/18/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/18/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/18/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/18/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/18/2022,Entertainment,SM/Anime/MM,241.5833333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/18/2022,Sleep,Sleep,528.1333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/18/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/18/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/19/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/19/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/19/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/19/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/19/2022,Entertainment,SM/Anime/MM,379.3666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/19/2022,Sleep,Sleep,535.8666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/19/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/19/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/20/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/20/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/20/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/20/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/20/2022,Entertainment,SM/Anime/MM,224.8,hhANBj74wiclvfuDLGfuDlFZgJ62
9/20/2022,Sleep,Sleep,450.55,hhANBj74wiclvfuDLGfuDlFZgJ62
9/20/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/20/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/21/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/21/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/21/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/21/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/21/2022,Entertainment,SM/Anime/MM,291.3,hhANBj74wiclvfuDLGfuDlFZgJ62
9/21/2022,Sleep,Sleep,455.5,hhANBj74wiclvfuDLGfuDlFZgJ62
9/21/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/21/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/22/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/22/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/22/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/22/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/22/2022,Entertainment,SM/Anime/MM,143.05,hhANBj74wiclvfuDLGfuDlFZgJ62
9/22/2022,Sleep,Sleep,459.6333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/22/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/22/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/23/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/23/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/23/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/23/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/23/2022,Entertainment,SM/Anime/MM,290.5666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/23/2022,Sleep,Sleep,500.4833333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/23/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/23/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/24/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/24/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/24/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/24/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/24/2022,Entertainment,SM/Anime/MM,306.0666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/24/2022,Sleep,Sleep,510.5333333,hhANBj74wiclvfuDLGfuDlFZgJ62
9/24/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/24/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/25/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/25/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/25/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/25/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/25/2022,Entertainment,SM/Anime/MM,453.5,hhANBj74wiclvfuDLGfuDlFZgJ62
9/25/2022,Sleep,Sleep,580.0666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/25/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/25/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/26/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/26/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/26/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/26/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/26/2022,Entertainment,SM/Anime/MM,283.3666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/26/2022,Sleep,Sleep,592.75,hhANBj74wiclvfuDLGfuDlFZgJ62
9/26/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/26/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/27/2022,Self Development,Exercise,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/27/2022,Skills,Google DA Certificate,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/27/2022,Self Development,Journaling,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/27/2022,Self Development,Reading,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/27/2022,Entertainment,SM/Anime/MM,343.6666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/27/2022,Sleep,Sleep,400.1666667,hhANBj74wiclvfuDLGfuDlFZgJ62
9/27/2022,Education,Studied/Revised,0,hhANBj74wiclvfuDLGfuDlFZgJ62
9/27/2022,Entertainment,Video Games,0,hhANBj74wiclvfuDLGfuDlFZgJ62
