date,mainCategoryName,subcategoryName,timeRecorded,timeSpent,currentLoggedInUser
2022-04-01,Education,Studied/Revised,N/A,67.6,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-01,Entertainment,Video Games,N/A,285.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-02,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-02,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-02,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-02,Entertainment,SM/Anime/MM,N/A,436.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-02,Sleep,Sleep,N/A,288.53333333333336,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-02,Education,Studied/Revised,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-02,Entertainment,Video Games,N/A,78.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-03,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-03,Education,Lec/Exams/Assign,N/A,35.25,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-03,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-03,Entertainment,SM/Anime/MM,N/A,6.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-03,Sleep,Sleep,N/A,402.0833333333333,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-03,Education,Studied/Revised,N/A,183.7,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-03,Entertainment,Video Games,N/A,8.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-04,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-04,Education,Lec/Exams/Assign,N/A,185.51666666666665,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-04,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-04,Entertainment,SM/Anime/MM,N/A,61.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-04,Sleep,Sleep,N/A,476.7,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-04,Education,Studied/Revised,N/A,338.1166666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-04,Entertainment,Video Games,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-05,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-05,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-05,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-05,Entertainment,SM/Anime/MM,N/A,203.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-05,Sleep,Sleep,N/A,476.51666666666665,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-05,Education,Studied/Revised,N/A,76.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-05,Entertainment,Video Games,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-06,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-06,Education,Lec/Exams/Assign,N/A,153.98333333333332,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-06,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-06,Entertainment,SM/Anime/MM,N/A,330.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-06,Sleep,Sleep,N/A,388.8,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-06,Education,Studied/Revised,N/A,173.14999999999998,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-06,Entertainment,Video Games,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-07,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-07,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-07,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-07,Entertainment,SM/Anime/MM,N/A,301.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-07,Sleep,Sleep,N/A,444.31666666666666,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-07,Education,Studied/Revised,N/A,85.1,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-07,Entertainment,Video Games,N/A,30.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-08,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-08,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-08,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-08,Entertainment,SM/Anime/MM,N/A,184.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-08,Sleep,Sleep,N/A,491.96666666666664,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-08,Education,Studied/Revised,N/A,189.83333333333331,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-08,Entertainment,Video Games,N/A,97.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-09,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-09,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-09,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-09,Entertainment,SM/Anime/MM,N/A,426.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-09,Sleep,Sleep,N/A,390.23333333333335,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-09,Education,Studied/Revised,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-09,Entertainment,Video Games,N/A,430.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-10,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-10,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-10,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-10,Entertainment,SM/Anime/MM,N/A,162.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-10,Sleep,Sleep,N/A,432.81666666666666,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-10,Education,Studied/Revised,N/A,204.46666666666664,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-10,Entertainment,Video Games,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-11,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-11,Education,Lec/Exams/Assign,N/A,91.23333333333333,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-11,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-11,Entertainment,SM/Anime/MM,N/A,109.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-11,Sleep,Sleep,N/A,421.3666666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-11,Education,Studied/Revised,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-11,Entertainment,Video Games,N/A,182.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-12,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-12,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-12,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-12,Entertainment,SM/Anime/MM,N/A,235.66666666666666,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-12,Sleep,Sleep,N/A,477.55,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-12,Education,Studied/Revised,N/A,69.65,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-12,Entertainment,Video Games,N/A,100.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-13,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-13,Education,Lec/Exams/Assign,N/A,118.8,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-13,Self Development,Reading,N/A,48.65,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-13,Entertainment,SM/Anime/MM,N/A,164.43333333333334,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-13,Sleep,Sleep,N/A,371.05,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-13,Education,Studied/Revised,N/A,125.6,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-13,Entertainment,Video Games,N/A,9.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-14,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-14,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-14,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-14,Entertainment,SM/Anime/MM,N/A,186.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-14,Sleep,Sleep,N/A,405.8,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-14,Education,Studied/Revised,N/A,65.23333333333333,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-14,Entertainment,Video Games,N/A,51.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-15,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-15,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-15,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-15,Entertainment,SM/Anime/MM,N/A,280.55,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-15,Sleep,Sleep,N/A,492.5,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-15,Education,Studied/Revised,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-15,Entertainment,Video Games,N/A,110.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-16,Self Development,Journaling,N/A,30.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-16,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-16,Self Development,Reading,N/A,22.95,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-16,Entertainment,SM/Anime/MM,N/A,253.86666666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-16,Sleep,Sleep,N/A,409.48333333333335,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-16,Education,Studied/Revised,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-16,Entertainment,Video Games,N/A,135.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-17,Self Development,Journaling,N/A,13.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-17,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-17,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-17,Entertainment,SM/Anime/MM,N/A,26.4,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-17,Sleep,Sleep,N/A,536.9,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-17,Education,Studied/Revised,N/A,191.48333333333332,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-17,Entertainment,Video Games,N/A,64.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-18,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-18,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-18,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-18,Entertainment,SM/Anime/MM,N/A,250.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-18,Sleep,Sleep,N/A,443.6,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-18,Education,Studied/Revised,N/A,120.93333333333332,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-18,Entertainment,Video Games,N/A,11.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-19,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-19,Education,Lec/Exams/Assign,N/A,63.766666666666666,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-19,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-19,Entertainment,SM/Anime/MM,N/A,163.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-19,Sleep,Sleep,N/A,401.2,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-19,Education,Studied/Revised,N/A,181.66666666666666,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-19,Entertainment,Video Games,N/A,14.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-20,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-20,Education,Lec/Exams/Assign,N/A,52.85,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-20,Self Development,Reading,N/A,18.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-20,Entertainment,SM/Anime/MM,N/A,54.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-20,Sleep,Sleep,N/A,450.3,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-20,Education,Studied/Revised,N/A,47.93333333333333,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-20,Entertainment,Video Games,N/A,53.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-21,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-21,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-21,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-21,Entertainment,SM/Anime/MM,N/A,148.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-21,Sleep,Sleep,N/A,367.6333333333333,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-21,Education,Studied/Revised,N/A,247.66666666666669,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-21,Entertainment,Video Games,N/A,74.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-22,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-22,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-22,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-22,Entertainment,SM/Anime/MM,N/A,78.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-22,Sleep,Sleep,N/A,427.46666666666664,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-22,Education,Studied/Revised,N/A,478.98333333333335,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-22,Entertainment,Video Games,N/A,146.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-23,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-23,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-23,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-23,Entertainment,SM/Anime/MM,N/A,326.1333333333333,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-23,Sleep,Sleep,N/A,355.98333333333335,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-23,Education,Studied/Revised,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-23,Entertainment,Video Games,N/A,50.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-24,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-24,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-24,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-24,Entertainment,SM/Anime/MM,N/A,122.78333333333333,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-24,Sleep,Sleep,N/A,501.4166666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-24,Education,Studied/Revised,N/A,126.46666666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-24,Entertainment,Video Games,N/A,109.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-25,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-25,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-25,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-25,Entertainment,SM/Anime/MM,N/A,266.68333333333334,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-25,Sleep,Sleep,N/A,428.26666666666665,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-25,Education,Studied/Revised,N/A,275.1,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-25,Entertainment,Video Games,N/A,32.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-26,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-26,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-26,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-26,Entertainment,SM/Anime/MM,N/A,204.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-26,Sleep,Sleep,N/A,385.1166666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-26,Education,Studied/Revised,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-26,Entertainment,Video Games,N/A,304.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-27,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-27,Education,Lec/Exams/Assign,N/A,77.21666666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-27,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-27,Entertainment,SM/Anime/MM,N/A,58.75,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-27,Sleep,Sleep,N/A,412.81666666666666,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-27,Education,Studied/Revised,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-27,Entertainment,Video Games,N/A,184.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-28,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-28,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-28,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-28,Entertainment,SM/Anime/MM,N/A,50.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-28,Sleep,Sleep,N/A,449.6166666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-28,Education,Studied/Revised,N/A,122.96666666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-28,Entertainment,Video Games,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-29,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-29,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-29,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-29,Entertainment,SM/Anime/MM,N/A,311.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-29,Sleep,Sleep,N/A,441.53333333333336,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-29,Education,Studied/Revised,N/A,122.96666666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-29,Entertainment,Video Games,N/A,521.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-30,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-30,Education,Lec/Exams/Assign,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-30,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-30,Entertainment,SM/Anime/MM,N/A,132.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-30,Sleep,Sleep,N/A,419.98333333333335,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-30,Education,Studied/Revised,N/A,122.96666666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-04-30,Entertainment,Video Games,N/A,17.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Skills,English Comms,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Self Development,Exercise,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Skills,Google DA Certificate,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Skills,Programming,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Entertainment,SM/Anime/MM,N/A,305.8666666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Sleep,Sleep,N/A,463.43333333333334,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Skills,Spanish Comms,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Education,Studied/Revised,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Skills,UX/UI,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-01,Entertainment,Video Games,N/A,97.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Skills,English Comms,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Self Development,Exercise,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Skills,Google DA Certificate,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Skills,Programming,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Entertainment,SM/Anime/MM,N/A,249.6333333333333,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Sleep,Sleep,N/A,451.3666666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Skills,Spanish Comms,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Education,Studied/Revised,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Skills,UX/UI,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-02,Entertainment,Video Games,N/A,36.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Skills,English Comms,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Self Development,Exercise,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Skills,Google DA Certificate,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Skills,Programming,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Entertainment,SM/Anime/MM,N/A,251.45000000000005,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Sleep,Sleep,N/A,460.06666666666666,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Skills,Spanish Comms,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Education,Studied/Revised,N/A,66.28333333333333,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Skills,UX/UI,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-03,Entertainment,Video Games,N/A,140.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Skills,English Comms,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Self Development,Exercise,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Skills,Google DA Certificate,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Skills,Programming,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Entertainment,SM/Anime/MM,N/A,180.91666666666666,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Sleep,Sleep,N/A,381.56666666666666,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Skills,Spanish Comms,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Education,Studied/Revised,N/A,52.5,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Skills,UX/UI,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-04,Entertainment,Video Games,N/A,74.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-05,Skills,English Comms,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-05,Self Development,Exercise,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-05,Skills,Google DA Certificate,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-05,Self Development,Journaling,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-05,Skills,Programming,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-05,Self Development,Reading,N/A,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-05,Entertainment,SM/Anime/MM,N/A,214.28333333333333,hhANBj74wiclvfuDLGfuDlFZgJ62
2022-05-05,Sleep,Sleep,N/A,554.4666666666667,hhANBj74wiclvfuDLGfuDlFZgJ62
